Index,Account Id,Lead Owner,First Name,Last Name,Company,Phone 1,Phone 2,Email 1,Email 2,Website,Source,Deal Stage,Notes
1140,3fABFeE308b18F6,Katherine Hurst,Raven,Michael,"Gallegos, Eaton and Davis",210.686.4111x519,+1-705-268-7743,snichols@reed-carson.info,graystacey@pittman.net,https://www.ritter.com/,Organic Search (SEO),Negotiation,Record network moment word bit bar.
1141,4Fb9626d45ABb41,Heather Bond,Wesley,Serrano,"Chavez, Richmond and Chung",488.984.7712x437,(330)798-7293,bmcintosh@woodard.org,barnessergio@kirk.biz,http://haney.com/,Chatbot,Contacted,Again create yes performance.
1142,f736077f8CaD2de,Marco Morgan,Julian,Robbins,Bush and Sons,9905845239,001-986-718-8462,jeff20@wagner.biz,rphelps@davenport.com,https://www.rojas.com/,Content Marketing,Closed Won,Road probably inside middle.
1143,a4Afb134d8f98Ed,Anthony Noble,Ian,Nichols,Juarez-Gilmore,211.497.2353,001-543-588-0411x996,cshields@salas.com,chaselauren@dorsey.com,http://www.morse-swanson.com/,Networking Event,Contacted,Reflect contain share over audience.
1144,eC049AE4DCBAAAC,Keith Kidd,Maurice,Hobbs,Luna Inc,558.752.1305x47257,(263)955-6637,rpowell@mckee-nicholson.net,bentonchad@duncan.org,http://irwin-harmon.com/,Organic Search (SEO),Negotiation,Good whatever hear.
1145,AfDEd66a3BAd2C1,Troy Ingram,Jerry,Cameron,Mckee PLC,(988)987-0924x73528,213.594.2458x00337,rhodeschris@jarvis-bentley.info,courtneychan@huang.net,http://www.trujillo-blankenship.biz/,Organic Search (SEO),Contacted,Amount loss good military put player ball.
1146,d9DfcCc70178eCd,Hayley Hurley,Gabrielle,Velez,Proctor-Stephens,(954)875-0386x465,(654)328-8028x97451,colleen83@erickson-chen.com,kennethgay@trevino.com,https://davies.biz/,Cold Email,Qualified,Miss return beat future.
1147,Bb2d422CdF605a9,Vernon Mcbride,Glenda,Byrd,Cooper LLC,217.521.7791,708-845-2500x4197,micheal95@mercado.com,kiaravaldez@sanchez.net,https://www.huerta.com/,Cold Call,Closed Lost,Weight attention magazine my claim worry against.
1148,1CDEa1aEb137CE6,Mary Armstrong,Carly,Bond,Gillespie Group,233-928-3562x0262,001-775-479-4124,kellielivingston@ramsey.biz,opierce@gates.info,http://www.strickland-rubio.com/,Retargeting Ads,Closed Lost,Particularly just hand.
1149,1F1AeA95a93A24B,Brianna Guzman,Meredith,Lee,Frye Inc,708-280-6919,528.342.0851,ghale@villarreal-goodwin.org,zamorajean@harris-greene.biz,http://wallace.info/,Networking Event,Proposal Sent,Although save mention sense entire style.
1150,Cad5abdceBFbaAa,Corey Dunn,Julia,Barker,"Hawkins, Mcmillan and Potter",236-452-8388,456-236-0615x545,thomasberger@freeman.com,brycekemp@richard-ritter.biz,http://haynes.org/,Facebook Ads,Closed Lost,Range simply behavior gun for service.
1151,3f4E5B1fA44E4BA,Isabella Cisneros,Arthur,May,Raymond-Keller,765-918-3667x053,+1-253-291-1666,richardwhitney@serrano-powell.com,bowenpatty@chase.com,https://snyder.info/,Trade Show,Qualified,Role present report hospital career.
1152,01ea9F98F98aEa6,Dave Price,Gail,Watkins,Howard-Mcdowell,2426562800,001-272-671-7264x2458,qsolomon@page.biz,gwendolynmccullough@chung.net,https://mckay.com/,Content Marketing,Negotiation,Feeling day from series most national own success.
1153,DaCba05322DC5c1,Kent Cox,Marie,Hayden,Hendrix LLC,820-472-0176x886,(717)799-3198x3998,tasha03@ware.biz,diamond73@estes.com,http://www.ashley.com/,Partner Program,Contacted,Key participant training against drive dark soldier.
1154,dc87EaB95Df0dcC,Isaiah Mcgee,Gail,Pitts,Griffin-Underwood,(648)266-4094,+1-788-483-5913x76851,mathewvelez@peterson.com,curtisbentley@bradshaw-french.com,http://arnold-dunn.com/,Webinars,Closed Won,Front laugh agreement game himself anything.
1155,c26fcD536e7D55e,Henry Lowery,Kevin,Benitez,Travis-Curtis,001-374-453-8759x367,(861)458-5423x083,qcrane@burton-barron.org,woodschristy@pugh.com,http://www.watson-gonzales.com/,Cold Email,Qualified,Night season color manager partner personal.
1156,59EfBFf97cDD926,Kirk Lucas,Darius,Rose,"Holloway, Bradford and Steele",826.322.6243,216.720.3487x6050,watersbernard@mcgrath.biz,gyang@bautista.com,http://avila.com/,Content Marketing,Proposal Sent,Already memory health another.
1157,FBaEDaE0b9C2d5A,Colleen Mills,Earl,Stark,Hess Ltd,001-267-220-0466x1225,569.871.3825,ugoodwin@pineda.com,greerfrances@ho.info,https://www.juarez-huynh.com/,Referral,Disqualified,Play candidate ahead enter.
1158,47399dC28ba22D4,Yvonne Boone,Katherine,Wells,Mcmillan PLC,499-775-3147x808,867.674.1474,norman19@fernandez.com,mmason@robles.com,http://www.herrera.biz/,Partner Program,On Hold,Miss by record tree always second.
1159,fA16f2eAb4fFcEA,Mitchell Morrison,Doris,Barker,Michael-Lane,403.204.6052x6262,+1-592-773-7904x834,boylebobby@george.org,dhurley@joseph-monroe.com,https://www.mack.com/,Networking Event,Disqualified,Listen situation speech weight she culture finally agree.
1160,6BdEcAd0F5A5aaD,Brenda Roberson,Gwendolyn,Andrews,Acevedo-Ortiz,+1-639-661-0983,800.490.0108,uward@norton.com,sgriffith@sharp-fisher.info,http://www.li.org/,Trade Show,Re-engagement,Then role last way adult.
1161,BF9fEF93Cd47B13,Chelsea Koch,Albert,Gay,Saunders Inc,281-295-0041,711.586.0488x828,kellerkirsten@kirk.org,perrymadison@velez.com,https://www.sanford.com/,Google Ads,New Lead,During way decade term box speak pretty describe.
1162,C880fe5c85A8cEd,Andres Villarreal,Marvin,Sullivan,Schmitt-Pham,788.929.1111x457,583-599-3840x6028,fshepherd@andrade-wu.com,bassmandy@hodge.com,https://sheppard-frey.com/,Website Form,Disqualified,Play little mouth charge.
1163,E84DeD9F974C294,Sandy Cisneros,Taylor,Orozco,Bradshaw Inc,001-761-527-7983x8228,+1-759-408-6621x457,alicia86@perry.com,vjames@vazquez.com,https://davidson.info/,Content Marketing,Closed Won,Buy about treat view strategy benefit.
1164,d8AeB48eF7ED8ef,Zoe Cross,Xavier,Norman,"Carney, Cameron and Prince",(860)891-4511x0733,4258495784,ekim@herring.com,lambshaun@snyder-clay.net,http://simpson.info/,Referral,Negotiation,Writer maintain off practice ago against.
1165,EF8C4aB32f0B73C,Madison Weeks,Patricia,Bonilla,Perez LLC,001-262-274-4765x26609,+1-505-427-7919x180,hayesalex@cummings.com,terrifriedman@marks.com,http://www.stein-garrison.com/,Other,Negotiation,Movie cultural piece factor.
1166,c97eF7921ccD164,Sheila Tyler,Michelle,Rosales,Warren Group,(976)930-5505x57802,(428)956-9510x9782,lonniegarner@petersen.org,maysjillian@mcpherson.net,https://www.espinoza.biz/,Cold Email,Re-engagement,Expert answer industry deep employee run first clear.
1167,EF410A90BB0F89e,Kevin Chapman,Melanie,Blevins,Daniels-Parsons,(629)204-7867x8373,+1-457-624-5507x8594,odickson@warner-wood.com,shari16@stevenson.com,http://floyd.com/,Google Ads,Disqualified,Meeting alone force believe tonight.
1168,e82a0E79E40abDE,Dylan Suarez,Paula,Haas,"Brennan, Carr and Blackburn",423.260.3782x704,+1-716-200-4328x49350,sydney47@clayton.com,sheila88@marsh.com,https://newman.com/,Google Ads,Negotiation,Find fall activity no address class.
1169,FF3f2e0EF2bAcea,Perry Ponce,Stephen,Sawyer,Vasquez-Barry,(557)943-0086,804.461.3504,amanda39@wyatt.com,sfischer@cohen.com,http://park.com/,Podcast,Qualified,Need spend return.
1170,e36DCf4eaB6fFcb,Tracy Lucero,Wanda,Barrera,"Combs, Lawrence and Edwards",966-796-6526,+1-860-393-1120,contreraskaren@larson-hensley.info,adamsjoel@crosby.com,http://mitchell.com/,Retargeting Ads,Closed Won,Will subject approach American again there.
1171,5e66Abc5CCfCd81,Eileen Marsh,Travis,Ho,Jacobs Ltd,818.967.5852x68258,537-580-1583x93143,krista72@simon-cuevas.com,baldwintroy@patrick.org,https://webster.com/,Other,Proposal Sent,Head loss eight allow garden us policy.
1172,C30b0BD69b9fe3C,Walter Mcclure,Richard,Hoffman,"Foster, Marquez and Wiley",001-391-944-6416x2586,811-355-8252x408,alex25@delgado-daniel.com,savagefred@cline.info,http://browning.com/,Trade Show,Qualified,View president wind half receive quality word.
1173,6284e00A33A7b97,Jim Singleton,Spencer,Maynard,Key-Brandt,(247)823-3599,494.418.4478x6172,joy32@baldwin-perry.com,christinashelton@melendez.com,http://ramsey-fields.com/,LinkedIn Outreach,On Hold,Head certain opportunity its.
1174,c09fc6c760d4D76,Kerry Tanner,Gary,Hatfield,"Lane, Bridges and Mercer",519-436-0189x4716,+1-910-555-2897x43504,amy15@benjamin-hubbard.com,tbranch@maldonado.com,http://www.mclaughlin.org/,Retargeting Ads,Negotiation,Decide since science interview at piece.
1175,b1D4aa6283F18Bf,Kayla Rosario,Marcia,Johns,"Reese, Vaughan and Walker",001-323-917-6723x0675,+1-673-661-8436x1322,brandy98@norton-ward.info,beardkayla@nolan-cox.info,http://www.bridges.info/,LinkedIn Outreach,Re-engagement,Personal care decide administration director nothing enough.
1176,a5C81fA946C0465,Christie Becker,Perry,Sellers,"Archer, Reed and Mueller",+1-494-810-2799x0375,+1-722-425-2948,monicadunn@donovan.com,brendacurtis@norman-patton.com,https://black.net/,Purchased List,Proposal Sent,Federal issue and per of nor.
1177,FF6Ef2040Ccd1D8,Vicki Mcfarland,Jo,Mcdonald,"Mcmillan, Romero and Pacheco",809-535-4645x37677,2932176871,darius39@fisher.com,curtissimpson@morgan-bowen.biz,https://www.shelton.com/,Other,Closed Lost,Share record onto add enough assume.
1178,DfE2C13db3C415a,Jesse Hoover,Natasha,Ruiz,Potts-Logan,+1-363-992-6431x0965,001-594-508-4474x8864,greenlisa@riddle.com,batesphilip@castillo.com,https://gordon.org/,Social Media,Proposal Sent,Call at word vote become.
1179,BCdd6aEC198Cabf,Valerie Morales,Leonard,Watkins,"Randolph, Mercado and Deleon",(453)258-3880,(693)694-8114,lewisjordan@watts-salas.com,sheenapineda@marsh.com,http://winters.com/,Trade Show,Closed Lost,Me small accept rather.
1180,B8D4Cbe09C652BB,Alec Powell,Kristina,Gregory,Andrade Ltd,001-414-906-6299,590.696.4108,grace77@colon-dennis.com,mmcclain@boyd-murphy.biz,https://vega-livingston.info/,LinkedIn Outreach,New Lead,Majority onto run her Democrat order.
1181,9B1ccB63E12EAeb,Brandy Buchanan,Kelli,Villegas,"Eaton, Long and Curtis",001-894-765-1313x596,829.469.2308,jyoder@norton.com,sweiss@silva-fowler.biz,http://mckenzie.com/,Facebook Ads,Disqualified,Me reflect least station ok wind media information.
1182,aFE8D7E6FABb89B,Paul Dixon,Denise,Rojas,Massey LLC,+1-511-707-9496,626-409-4737,stonelouis@garza-newton.com,dmontoya@howell.com,http://www.wu.com/,Chatbot,Closed Won,Expert factor help reduce.
1183,E9B0C4AFd00c7a6,Stacey Bernard,Seth,Gaines,"Tanner, Aguilar and Roth",566.990.4140x88236,848-670-7600x2361,fstrong@rogers.net,gonzalezkristy@oliver-parks.net,https://moses-griffin.biz/,LinkedIn Outreach,Proposal Sent,Least trade personal matter.
1184,DC2BD684fDa2D7C,Gabriella Shaffer,Ruben,Wilson,Gillespie-Hart,001-523-214-3224x21054,+1-582-720-8841x7279,sward@wheeler.org,bethanycarrillo@mcmillan-levy.com,http://www.walls.com/,Networking Event,On Hold,Culture card letter less easy.
1185,CAa2b74348Be318,Hayden Pope,Vanessa,Singh,"Nguyen, Oneill and Coffey",+1-950-335-3041x89149,001-659-949-0676,lsharp@roth-hamilton.info,laneangela@hill.com,http://gentry-kidd.com/,Podcast,New Lead,Seat best right nice.
1186,ffB7B06BA283c53,Leah Morrison,Marco,White,Chase Group,001-802-987-4670,749-754-5234x83644,masonkenneth@williams-raymond.biz,riggsmegan@colon-ellis.biz,http://greer.com/,Social Media,Contacted,Head result sister tree talk issue sing practice.
1187,EbaD4d8B1A9CB97,Carmen Olson,Nichole,Ewing,Hensley-Kerr,230-769-2516x8799,(635)637-6249,mccanndwayne@mcfarland.org,riveracesar@cortez.com,http://www.best.com/,Cold Email,Negotiation,Case trade better follow body cover.
1188,9bcFEdcc1998E83,Gerald Mclean,Alicia,Klein,Carr-Mccall,583-237-1500,+1-487-290-9101x02457,hensleyyvette@brock.com,goldenerika@donovan.com,http://davidson-dunn.com/,Podcast,Re-engagement,Half feeling among moment prepare way ago.
1189,fAE7708Ab386ba2,Stacie Tucker,Don,Gould,Oconnor-Patterson,649-467-0802,907.367.4558,uwilkerson@mills.com,christy19@acevedo.org,https://bailey.com/,Google Ads,Closed Lost,Society chair serious water fly player.
1190,34b0dc95A0DE7Fb,Angie Hart,Elijah,Jimenez,Butler-Morton,750-239-3916,591-927-5661x262,georgekaufman@blackwell.net,glasssonya@briggs-callahan.com,https://www.osborne.com/,Content Marketing,Proposal Sent,Ask interview involve stop stand.
1191,E5D13aE0Ad64aD3,Roger Lutz,Isaac,Stephens,"Arnold, Marshall and Camacho",628.938.7350x3226,822.988.2502,joycedevin@moody-beard.com,adriana79@zavala.com,http://brewer.net/,Podcast,New Lead,Edge experience kind provide financial.
1192,BD2AF411Ea84D6F,Bianca Simpson,Luke,Campos,Lambert Group,(567)740-1925x602,737-351-1158,carlabaird@bowen.info,shirleyphelps@odonnell-odom.com,http://medina.biz/,Podcast,Negotiation,Blue two until dream air.
1193,D4AeC0d71F80E9C,Denise Rubio,Valerie,Yu,Holloway Ltd,474-445-6634,455.454.3169x8220,bpetersen@esparza-andrews.com,velazquezfrances@evans.net,http://www.stone.com/,Facebook Ads,Disqualified,Whom worry our walk.
1194,1EfFAAccBfCdCd5,Patricia Haley,Desiree,Mcguire,Dennis Ltd,+1-535-971-1151,3948692723,randallnicholas@booker.com,triciacarroll@allen-walker.net,http://taylor.com/,Trade Show,Closed Won,Region safe who movie building.
1195,A3d2Bc99D3F1CF7,Javier Mclaughlin,Kristina,Freeman,"Robertson, Sosa and Sawyer",894-470-4270x0316,8903966921,shanerandall@huynh-haynes.com,rhondamacias@pierce-alvarez.biz,http://walters.com/,Partner Program,Closed Won,Experience rather own make least require.
1196,EEbCBB84BFB2c54,Adriana Trujillo,Eileen,Gutierrez,Kirby LLC,+1-776-272-1946x14942,656.902.8775x11815,delgadofred@navarro.com,carolynmills@farrell.org,https://barron.com/,Networking Event,New Lead,Discover receive professor business image season fill make.
1197,3FF5764b5Fc046E,Jaime Baldwin,Chelsey,Richmond,Mcguire Ltd,+1-602-331-2177x550,+1-214-249-2825,brandidodson@frederick-hart.com,zavila@bowers-price.com,http://www.marquez.com/,Other,Closed Lost,That benefit within of surface.
1198,8CD58B7F6EdbaCF,Reginald Proctor,Austin,Wilkinson,"Parks, Dougherty and Dorsey",+1-724-791-2187x602,(955)759-2026,dreilly@nichols-mcconnell.com,jmann@welch.org,https://lewis-andersen.org/,Cold Email,Re-engagement,Military risk can travel indeed bar.
1199,dcC5FED5B0C5cbe,Ricky Lin,Sandy,Dunlap,Fritz-Petty,(446)680-3289x37971,(464)869-4064,heidi96@case.biz,hartmantraci@le.net,https://farrell.com/,Content Marketing,Closed Won,Fund chair imagine among whatever magazine hard.
1200,e891aAde89E52a2,Peter Webb,Kaylee,Lowe,Wyatt-Sosa,(338)251-1143x1554,604-983-6236,reyesdaisy@hayes.biz,butlerkendra@kemp.com,https://www.blackburn-melton.biz/,Google Ads,Proposal Sent,Simple which industry less.
1201,EE9b8c8BB1D2066,Debra Horn,Kristy,Liu,West-Gentry,+1-740-958-7489x8109,001-558-599-7620x071,jocelynhutchinson@koch.com,steventerrell@house-rollins.biz,https://berry-herman.com/,Other,Closed Lost,Language born door.
1202,b74952Ba3AE597e,Stacie Cuevas,Glenn,Elliott,"Allison, Mclean and Acevedo",837.373.1670x908,584.901.3470,nknapp@harrison.com,mgarrett@carlson-lynn.info,https://www.bradshaw.com/,Retargeting Ads,Proposal Sent,Modern poor although finish.
1203,D06DFfDdeD8DCbb,Alec Underwood,Vickie,Ayala,"Valdez, Moran and Stanton",(723)592-9654x838,379-523-9226x5947,douglashooper@goodwin.com,jonathan34@cordova-hancock.com,https://www.ruiz-richmond.biz/,Referral,Proposal Sent,Decade item often range few indeed wish.
1204,1BFb1D4F1AB80da,Robin Chaney,Renee,Phelps,Pena-Duran,403-915-5758,+1-977-781-7793x8909,richardeugene@garza.biz,malikchung@whitney-edwards.com,https://www.pennington.com/,Website Form,Re-engagement,Bank health study remember rather fill.
1205,2fAc0C414EFB5Fb,Elizabeth Curry,Brett,White,Oliver-Wheeler,277.703.1666,623.656.3915x16113,andersonbenjamin@mcknight-long.com,brandybowen@santos-gallagher.com,https://perkins-hart.net/,Podcast,Proposal Sent,Increase hour type factor indeed eye.
1206,dc6c9c4D5Be2808,Logan Hanson,Mary,Shepard,Aguilar-Patel,352-628-9237,(750)750-4273x36708,mhanson@leach.info,mstrickland@zimmerman.org,http://www.brennan-horn.com/,Networking Event,Closed Won,Put cultural future adult hope pretty.
1207,8DaFE14A5520d33,Andrew Rivas,Tony,Conley,Zamora-Key,(870)788-6681x755,+1-648-208-2933x0879,franciscoellis@frye.info,lward@graves.net,https://www.mcclure.biz/,Other,Proposal Sent,Child politics bank himself.
1208,Bb4EA0a1cDEA959,Alison Hickman,Kathleen,Turner,Lee and Sons,9237709457,+1-913-429-7804x24292,harrisontom@andersen.com,anthony17@alvarez.com,https://www.potter-rodriguez.com/,Cold Email,Proposal Sent,Course will have nearly.
1209,102Aca0ab606BBF,Mason Osborn,Mindy,Fitzpatrick,Downs-Dodson,001-849-361-4489x881,229-900-2241,holly64@mata.com,gomezlevi@hendrix-flynn.info,https://www.gibbs.com/,LinkedIn Outreach,Negotiation,By require truth see wrong list green yes.
1210,7B1bD4Bfa5fAB95,Lance House,Johnny,Gregory,"Weeks, Fletcher and Clarke",650.674.8844x54820,001-878-358-9803x638,claudia33@cannon-good.com,jamiehunt@leach-frye.com,https://cruz.com/,Cold Call,Re-engagement,Hope radio town else.
1211,d6cc38d0cf7F854,Ian Pearson,Logan,West,"Cross, Clayton and Rivera",547.575.0241,449.795.4966,mwang@baldwin.biz,yolanda12@banks.org,http://bennett.com/,Google Ads,Contacted,Deal step customer race.
1212,D08F7D3dbDc8c25,Aimee Wagner,Grace,Pearson,Carroll-Mahoney,(407)491-7762x511,+1-662-490-1554,randall65@simpson-robbins.info,caroline35@neal-sutton.com,https://mueller.info/,Facebook Ads,Negotiation,Long owner task tend in.
1213,ab7DBA5dA8B5E55,Kathy Brady,Jenny,Moss,Salazar-Odonnell,+1-790-605-9987x23277,514.615.8753x144,marco04@dickson.info,brandi01@knox-sharp.com,https://www.raymond.net/,Chatbot,Proposal Sent,Have early reach say economy thing want language.
1214,8a8E3B7f2Ae52c6,Eddie Klein,Virginia,Cardenas,"Whitaker, Mcgee and Bender",527-943-8086,886.441.9283x261,ebailey@durham-barker.com,lochoa@park-barker.com,https://www.galloway.com/,Retargeting Ads,Proposal Sent,Everybody marriage world.
1215,A43AeE59a9FfB4b,Geoffrey Simmons,Mandy,Orozco,House Inc,001-834-681-8891,(498)249-1678x8388,kwaller@horn.com,wolferaymond@holloway.biz,http://bautista-houston.org/,Direct Traffic,Closed Lost,Look growth camera speak push on.
1216,Acf02FE236cf2b8,Caitlin Ramos,Dennis,Ellison,"Huang, Solis and Keller",6863003671,001-977-923-6024x954,craneharold@gates.com,raynorma@schneider-mcclure.info,http://www.valencia-ryan.com/,Webinars,On Hold,Lose receive young right material.
1217,Cb6cFEC67e9766E,Leonard Payne,Adam,Roberson,Espinoza-Frost,(949)386-5024,001-687-625-6745x0195,sabrina48@booker.com,gatesjohn@roberts.com,http://mendez.com/,Cold Call,Contacted,Us open heart attention.
1218,bFfaBf684ACc797,Richard Tate,Dale,Lloyd,"Koch, Pruitt and Stephenson",001-654-646-5799x42389,340.606.0460,dsanford@gallegos.net,hsellers@vaughn.com,http://tanner.com/,Trade Show,Disqualified,Get hot approach enjoy identify.
1219,A7D6CD39EfA7d3E,Autumn Gilmore,Lance,Villarreal,Rivers and Sons,+1-704-466-0415,522-449-6991x9393,marissa06@whitaker.com,nicholasrobertson@everett.com,http://wong-weiss.org/,Retargeting Ads,Closed Won,Miss general threat.
1220,aa4f2D2BdAAfdB9,Vincent Banks,Cathy,Lynch,"Richard, Odonnell and Watts",495-484-1115x0799,001-533-416-2526x354,jodyjohnston@baxter.com,colson@williamson.org,https://lynch-jones.biz/,Networking Event,New Lead,Result fish little city.
1221,24164edFb7DC920,Kathleen Hahn,Kimberly,Nielsen,Chandler and Sons,584-616-4280,+1-880-314-6665x376,mitchell81@peterson-bailey.com,carolwilkins@bautista.net,https://simon.com/,Cold Email,On Hold,Support member picture.
1222,d52bEcdff11A119,Ariel Kidd,Vanessa,Ibarra,Ferrell and Sons,398-601-7030,001-247-854-7421,susanbradford@oconnor.com,montesbilly@dalton.com,http://hanson.com/,Direct Traffic,Negotiation,Usually speech tree kind too top.
1223,85dC42A80ADB40c,Devin Gomez,Eric,Skinner,Mullen Ltd,766.487.6358x97122,(359)242-4288x4959,pgoodman@richmond.net,warroyo@randall.com,https://www.hill.org/,Podcast,Re-engagement,Decade official Democrat when same side.
1224,dBa5EaBeE4fE2Df,Alexa Lucero,Cassidy,Lamb,Ayers-Gates,(208)557-3728,602.888.8949x37439,ysampson@santana-cross.com,maureen98@schaefer.info,http://www.dougherty.com/,Purchased List,On Hold,Organization his think figure service beat.
1225,ff2fBd9716dEb8E,Sherri Joyce,Adrienne,Brennan,Delacruz-Hammond,(681)229-4923x789,246.819.3484x055,hboyer@roth-yoder.org,omcdaniel@saunders.com,http://www.aguirre-conway.com/,Website Form,Proposal Sent,Clearly white little card campaign somebody different.
1226,CF04DCc7C7482eC,Rose Nicholson,Ann,Baker,"Benitez, Conway and Hoffman",815-785-5293x6244,297-433-6550x8371,trujilloearl@henry.net,kiarajohnston@medina-small.com,https://vazquez-garner.com/,Social Media,Closed Won,Mr team television.
1227,f3e4BC5c989BDaB,Bethany Randolph,Lawrence,Bruce,Powers PLC,(235)733-9185,488.819.3820,sheena32@leon.com,wpetty@chandler.com,http://wilkerson.org/,Purchased List,Re-engagement,Establish writer attention suffer fight community yourself.
1228,0eC2062deEfD97f,Randy Welch,Neil,Friedman,Sanchez Inc,603.652.5304,980.830.5592x4105,balldan@bryant.info,fernandezcolleen@rojas.com,https://knox.biz/,LinkedIn Outreach,On Hold,Significant able let life perhaps include.
1229,FD0a0DEFD7Fcb57,Sylvia Callahan,Makayla,Stein,Simpson Ltd,464-730-6520x8704,(561)367-3756,upham@davenport.info,wspencer@pugh.biz,http://guzman.com/,Networking Event,Re-engagement,Deep clear speak want development.
1230,54afDCB6F118066,Summer Rubio,Ryan,Jimenez,"Terrell, Woods and Black",001-251-929-4755x6142,869-799-6801x880,masseybarbara@mcneil.com,sheiladaniel@hahn.com,http://www.huerta-cobb.net/,Direct Traffic,Proposal Sent,Name close mean bar.
1231,6B0115Aa1E4dBB6,Alvin Bond,Javier,Fritz,Stewart-Horne,773-897-2828,2435369620,bobby35@huang-cooley.com,zbrady@glover.com,https://www.campos.com/,Cold Email,Disqualified,Risk major or able.
1232,D57D72Cf4e6FdaD,Leon Moon,Tammy,Morse,Davis LLC,(766)603-0596,555-946-3541x4383,autumn74@vaughn.com,linrandy@boyle-dunlap.biz,https://cox.com/,Networking Event,New Lead,Main there run major no car.
1233,9aB2cdE2634CbB9,Vincent Gardner,Karla,Walker,Hoover-Evans,001-506-639-4772x21691,338.251.8762,kryan@solomon.com,jstevenson@lane-webster.com,http://decker.com/,Website Form,Disqualified,Visit military purpose tree at the themselves.
1234,c705B3Af6B7E7bd,Colleen Lambert,Adam,Cannon,Walsh and Sons,493.629.7669x928,(586)768-4390x0429,morandiamond@mora.com,hchen@guerra-morris.biz,https://www.bonilla-atkins.com/,Facebook Ads,On Hold,Unit may economy member pretty.
1235,D922FE3235bb3aA,Eric Cummings,Julia,Singh,"Carson, Estes and Grant",724.528.6013x01800,387.921.9849x3360,jarvisdorothy@newton.com,frankpetty@glenn.net,https://calderon.com/,Chatbot,On Hold,Amount particularly new do.
1236,0bff8f7498a03Fe,Meredith Michael,Carla,Castillo,"Bailey, Wilkins and Downs",001-399-583-7348x1108,431-821-2139,shirley42@mcgrath.com,kristinfitzpatrick@marks-sanford.com,https://www.george.com/,Referral,Closed Lost,Open car hold low particular.
1237,bB42f5cd83256fA,Tracy Leach,Cristina,Wang,"Pearson, Morgan and Burton",(571)627-8463x37884,663.388.6582x3121,mauricekennedy@ryan.com,mcguiredarrell@gilbert-duke.com,https://www.mcmahon-chandler.net/,Facebook Ads,Closed Won,Small along discussion concern.
1238,F5Aa355c5d1AC05,Grant Mosley,Meredith,Mcgee,Carney-Cherry,+1-568-751-7811x324,538-998-3491x218,shawnaglass@bridges.com,medinavernon@williamson-bright.org,https://avila.com/,Chatbot,On Hold,Country difference of by.
1239,DC5B9313eD9Df13,Ricardo Spence,Briana,Bender,Clements-Jenkins,001-732-542-8293x27789,8926722698,scontreras@hayes.com,zamorakaitlyn@sweeney-giles.org,http://www.orozco-roman.net/,LinkedIn Outreach,On Hold,Statement use important main whatever growth.
1240,6b46CdDf143b6bD,Karla Floyd,Christy,Rosales,Patel-Castaneda,755-375-7249x3873,(738)657-6452x482,kristirussell@hurst.com,cherylmeadows@harrington.com,https://www.haney.com/,Cold Call,Negotiation,Simply out blue effort onto population.
1241,8eCAa8CfF70fEDb,Omar Bruce,Alice,Macias,Mcmillan-Estrada,+1-270-954-7988x4065,763-816-5707,stanley20@graves.org,sgreene@marshall-branch.com,http://hansen-moses.net/,Podcast,On Hold,Job his adult experience.
1242,e342cE907a8eE8F,Greg Bowers,Fernando,Holder,"Oconnor, Hickman and Reid",863.927.7365,+1-588-702-9617,michaela18@roy.biz,xrich@escobar.org,https://todd.com/,Other,Closed Lost,Draw response movie describe culture.
1243,AFE0Ea2c0B240dD,Adrian Franco,Brandon,Webster,Shields PLC,(864)446-2241x4590,001-730-484-6180,ivan76@butler.com,lawrencehuber@nguyen-ballard.biz,http://www.day.org/,Social Media,Proposal Sent,Here southern find.
1244,7C4FAb932Ee74eA,Anthony Bentley,Danielle,Parrish,"Lopez, Nunez and Donaldson",7478630292,527-314-3285x27331,fcline@dougherty.com,sandra91@russo.biz,https://www.wheeler.info/,Other,Disqualified,This store land study.
1245,6BEf92eEbcBC2cC,Angelica Hall,Casey,Hood,"Holden, Odonnell and Bowen",(687)767-1216,919-949-7207,james23@valenzuela-joyce.biz,zwatkins@barrera.com,http://calhoun.com/,Trade Show,Closed Won,Director trip if discussion idea imagine onto.
1246,c5eDd65aF9DcCd8,Kaitlin Hebert,Loretta,Livingston,"Sosa, Arroyo and Buckley",779.219.9781,333-856-0504,mmatthews@knapp.info,kristina93@velazquez.com,https://www.landry.org/,Podcast,Closed Won,Decade raise call scene approach it performance ok.
1247,F4CeDbE7AbEF6d2,Juan Henderson,Jaclyn,Austin,"Cohen, Webb and Zuniga",854-584-9623,4467661474,jfinley@thompson-mathis.net,misty71@randolph-austin.org,http://www.conrad.biz/,Direct Traffic,Qualified,Look thus American.
1248,63e0CCC849Cd136,Teresa Shah,Joanne,Whitehead,Wilkins-Berger,+1-347-758-6756x9872,4336984403,tkent@li.com,ashlee59@perkins.info,https://www.frye.com/,Facebook Ads,On Hold,Prepare a pattern machine suffer investment.
1249,ECF5bccB1cA6633,Dakota Boyer,Whitney,Ford,Gibson-Compton,307.629.3876x554,+1-488-338-7137x61359,nhinton@zavala.org,gibsonreginald@combs.info,https://bradley.com/,Webinars,Negotiation,Blood camera build benefit ability.
